title,company,location,apply_link
Data Scientist,PhonePe,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-phonepe-4311853106?position=22&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=uvans3fgl4ep6dPvr938iQ%3D%3D
Data Science Specialist,DDN,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-science-specialist-at-ddn-4314245079?position=23&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=l9Dj5trbulQNvEd3asS1eQ%3D%3D
Data Scientist,Procter & Gamble,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-at-procter-gamble-4303485542?position=24&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=8I%2FZ7DnqlGoRGau30pO%2FIw%3D%3D
"Data Scientist, Product Analytics",Meta,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4309953560?position=25&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=bbKaCUk5eI5NW6ymEr%2B12Q%3D%3D
Machine Learning Engineer,EXL,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-at-exl-4313017626?position=26&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=5QXEGKYlorZfWGVlOCFqOg%3D%3D
Data Scientist,Deloitte,"Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-at-deloitte-4313039279?position=27&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=4qLmCAZ3Xs9Laak5tmbWjg%3D%3D
Python ML developer,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/python-ml-developer-at-infosys-4316445035?position=28&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=%2FHylM2RTy58Bnun92yBjtw%3D%3D
Machine Learning Engineer || Bangalore/Hyderabad/Chennai/Noida,HCLTech,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-bangalore-hyderabad-chennai-noida-at-hcltech-4313329247?position=29&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=emHZz9B9n%2BamgQfYTs34Iw%3D%3D
Data Scientist,Syngenta,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-at-syngenta-4316056688?position=30&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=YAcxVL6DSEK8ct25IGwVGA%3D%3D
AI/DNA-Data Scientists,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/ai-dna-data-scientists-at-infosys-4316174143?position=31&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=ctYmW%2BAb1L6%2BIddODX75Lg%3D%3D
Data Scientist,Coforge,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/data-scientist-at-coforge-4310713079?position=32&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=XUd4VutlAXHoe%2BdRwWukeA%3D%3D
Associate Data Scientist,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/associate-data-scientist-at-infosys-4315284407?position=33&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=DbR%2FJ0wW%2FU6Hlsl6sJKxBQ%3D%3D
Data Scientist,Quess Corp Limited,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-quess-corp-limited-4313111849?position=34&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=2ClQBxPB3UevOdd6pehmmg%3D%3D
Data Science Manager,NielsenIQ,Pune/Pimpri-Chinchwad Area,https://in.linkedin.com/jobs/view/data-science-manager-at-nielseniq-4314288611?position=35&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=bjKOyzblqxJjk9lxruI62A%3D%3D
Data Scientist,Rakuten Symphony,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-rakuten-symphony-4314497656?position=36&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=FQpeCKLa9FOVcLbBdn2oZA%3D%3D
Data Scientist,Tata Consultancy Services,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-tata-consultancy-services-4315594388?position=37&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=q5%2FyNRos3aC4ORFI9X70gg%3D%3D
Data Scientist,Ericsson,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-ericsson-4314720570?position=38&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=T%2BNUpaY81J%2B%2FZMg5YJs9mg%3D%3D
"Data Scientist, Research, App Safety Engineering",Google,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-research-app-safety-engineering-at-google-4303809377?position=39&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=mibX2ektseoMUDlBWPWRUw%3D%3D
AI/ML Engineer,IIT Kanpur,"Kanpur, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/ai-ml-engineer-at-iit-kanpur-4315552666?position=40&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=N8IZL1TOegnv0fDwck%2BJ9A%3D%3D
Python Developer,Capgemini,"Sion, Maharashtra, India",https://in.linkedin.com/jobs/view/python-developer-at-capgemini-4314149653?position=41&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=YmF9UzFhKIbSXSGOzXWlLw%3D%3D
Data Scientist,PepsiCo,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-scientist-at-pepsico-4312407902?position=42&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=QoxDMwGXydufaEU1KLur4w%3D%3D
Assistant Manager-Data Science-Data Scientist,EXL,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/assistant-manager-data-science-data-scientist-at-exl-4315669185?position=43&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=UZKtLpD4WykYFNi%2FOCfJqA%3D%3D
Data Scientist (Remote),Taskify,India,https://in.linkedin.com/jobs/view/data-scientist-remote-at-taskify-4309956302?position=44&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=cS7DiuWrt0vVMlogWEWrNQ%3D%3D
Senior Staff Data Scientist,LinkedIn,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-staff-data-scientist-at-linkedin-4305549508?position=45&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=4abJq2GLUxsvN1ndC4c0KA%3D%3D
Python Developer,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/python-developer-at-infosys-4315760151?position=46&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=lGXBUVNT%2B%2BlRu5bOTaO%2F4g%3D%3D
Machine Learning Engineer,Recro,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-at-recro-4312657304?position=47&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=iJ%2BTK%2B7ms81E1zxtVvh2CQ%3D%3D
ML Engineer,Weekday AI (YC W21),"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/ml-engineer-at-weekday-ai-yc-w21-4314136748?position=48&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=cHuJT81kEU1LKOPVy3y9KQ%3D%3D
Data Scientist,Ericsson,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-ericsson-4312669541?position=49&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=nDiP92Z3HHi26HQlx7UvEQ%3D%3D
Data Scientist,Celebal Technologies,"Jaipur, Rajasthan, India",https://in.linkedin.com/jobs/view/data-scientist-at-celebal-technologies-4311862152?position=50&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=cfHmp99HGgnbsjT9QWD9Ug%3D%3D
AIML Engineer,Persistent Systems,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/aiml-engineer-at-persistent-systems-4313313607?position=51&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=2h7uTQayIyGOq4jCUxz4Uw%3D%3D
Data Scientist,Tiger Analytics,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-tiger-analytics-4313586626?position=52&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=PznS1kkaZT7rxqABlHfPAA%3D%3D
Data Scientist,Valiance Solutions,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-valiance-solutions-4282629567?position=53&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=bwDA%2F4dXZlPbesRD9WeAWw%3D%3D
Research Scientist,NielsenIQ,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/research-scientist-at-nielseniq-4313590494?position=54&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=QZddFvCnCwmqOtPG8N5ycQ%3D%3D
Data Scientist,Recro,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-recro-4315559341?position=55&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=%2F9KXb1c0ho3aTBuv7khPmQ%3D%3D
Machine Learning Engineer,Blue Polaris,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-at-blue-polaris-4310711259?position=56&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=kFA5uRUYUzzgdZGR6vkNcA%3D%3D
Data Scientist,Citi,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-citi-4314037805?position=57&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=KIJ1z6a91uMfaAOBy4qzPQ%3D%3D
Data Scientist,Tezo,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-scientist-at-tezo-4313688490?position=58&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=Uh%2FBUbi3h9od9jLYj2ta5g%3D%3D
AI / ML Engineer,Chargebee,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/ai-ml-engineer-at-chargebee-4314287202?position=59&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=QyZCaFp2wNgu574MTTFjig%3D%3D
Python ML developers,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/python-ml-developers-at-infosys-4316456302?position=60&pageNum=0&refId=iHW2BTRNDnpcpsG8ufGc4Q%3D%3D&trackingId=tqbd3q%2FOEKfkrL8QZfPi0A%3D%3D
Data Scientist,Deloitte,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-at-deloitte-4312254528?position=1&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=AQM5Dc4tTVwCCjbz1GTRIA%3D%3D
Research Executive - Data Scientist,Unilever,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/research-executive-data-scientist-at-unilever-4315071495?position=2&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=jk4DpEteKvrGTff3I0NljQ%3D%3D
ML Scientist II - Search,Nykaa,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/ml-scientist-ii-search-at-nykaa-4314228576?position=3&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=od4HbNKJo1Q2tKwoQvkqtA%3D%3D
AI Scientist - I,Navi,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/ai-scientist-i-at-navi-4315568150?position=4&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=eW1alKfuKnKWo2kFsMA1vQ%3D%3D
Data Scientist,Deloitte,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-scientist-at-deloitte-4311424283?position=5&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=%2BwIZID9IBJjwqp32LAfpZA%3D%3D
"Software Engineer, Machine Learning",LinkedIn,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-machine-learning-at-linkedin-4304003122?position=6&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=UMhdZ2etuL3njSMsS80sRA%3D%3D
Data Scientist,AB InBev GCC India,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-ab-inbev-gcc-india-4314768291?position=7&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=Lc6VAZs87lb1ZCYFHuplKg%3D%3D
Data Scientist,Forbes Advisor,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/data-scientist-at-forbes-advisor-4302705404?position=8&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=9xuK7cyP7UdGK%2BGRYsalgw%3D%3D
Data Scientist,Fusemachines,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-at-fusemachines-4315332577?position=9&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=ChdHnNC05bYmhCYsxrbz7Q%3D%3D
Data Scientist,Epsilon,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-epsilon-4311871194?position=10&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=iG3P1QWZsom2Z4fkNv2Dsw%3D%3D
Data Scientist - noon food,noon,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-scientist-noon-food-at-noon-4314644591?position=11&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=Gmp1RZfEq6v4o%2FgZgtV%2FIA%3D%3D
Python (AI/ML) Developer,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/python-ai-ml-developer-at-infosys-4316404925?position=12&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=rL5Auam%2FdEKc0yP5Q%2FVyZA%3D%3D
Python Developer,Tata Elxsi,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/python-developer-at-tata-elxsi-4315220413?position=13&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=hRZvmvz95xZH%2BGfijQJXaA%3D%3D
Data Scientist,Piramal Finance,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-piramal-finance-4310288967?position=14&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=s8oAKEnMpXUvQ9VDmGveFQ%3D%3D
Quantitative ML Engineer,Meril,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/quantitative-ml-engineer-at-meril-4315567332?position=15&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=jCov4FuswsX%2BeJhYNV8R1g%3D%3D
Data Scientist/Analyst,Adobe,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-analyst-at-adobe-4303387312?position=16&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=AhXpLthMwTzRKozrVSh5%2Fg%3D%3D
Machine Learning Engineer,Capgemini,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-at-capgemini-4309932785?position=17&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=KutKHtgGcGZH%2FjKrfLVEpw%3D%3D
Data Scientist,eBay,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-ebay-4313301103?position=18&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=GNNGZurQVthLGX%2BTAMnvwg%3D%3D
Staff Data Scientist,LinkedIn,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/staff-data-scientist-at-linkedin-4315356677?position=19&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=rg2RmPIdOcqtU6NvzPTj%2Fg%3D%3D
AI Data Scientist,Persistent Systems,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/ai-data-scientist-at-persistent-systems-4310267741?position=20&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=MU6WJ%2BnRG2lHpT4i%2B72yVw%3D%3D
AI Applied Scientist 2,Microsoft,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/ai-applied-scientist-2-at-microsoft-4315828939?position=21&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=DBO0OITKk1DAPKLfzLdkOw%3D%3D
Data Scientist,PhonePe,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-phonepe-4311853106?position=22&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=r8kyVNSvGSqiQ9%2BgmCXK3Q%3D%3D
Data Science Specialist,DDN,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-science-specialist-at-ddn-4314245079?position=23&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=eqBWqGfn4VtKcKSK9yBPAw%3D%3D
Data Scientist,Procter & Gamble,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-at-procter-gamble-4303485542?position=24&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=gQxer7xSdXoB%2BUf9RxJqmw%3D%3D
"Data Scientist, Product Analytics",Meta,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4309953560?position=25&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=8pKD154W%2FSEkZ%2FFv3r1TLg%3D%3D
Machine Learning Engineer,EXL,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-at-exl-4313017626?position=26&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=taHMYkxLOhnUOnF1FABxhQ%3D%3D
Data Scientist,Deloitte,"Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-at-deloitte-4313039279?position=27&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=I4zbJJuTRErHcSV9GtPmbg%3D%3D
Python ML developer,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/python-ml-developer-at-infosys-4316445035?position=28&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=RYInBP6t1fn2nrOvsDa6bw%3D%3D
Machine Learning Engineer || Bangalore/Hyderabad/Chennai/Noida,HCLTech,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-bangalore-hyderabad-chennai-noida-at-hcltech-4313329247?position=29&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=%2BPceW4MUM0mfbELEJnB8Dg%3D%3D
Data Scientist,Syngenta,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-at-syngenta-4316056688?position=30&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=9XcK%2B6rE%2FXvIGcgJmTJoaQ%3D%3D
AI/DNA-Data Scientists,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/ai-dna-data-scientists-at-infosys-4316174143?position=31&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=tYKHS2UrukQeW%2BD%2BorsypA%3D%3D
Data Scientist,Coforge,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/data-scientist-at-coforge-4310713079?position=32&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=KdtxSWdId7qiSecpTZVFTg%3D%3D
Associate Data Scientist,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/associate-data-scientist-at-infosys-4315284407?position=33&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=IAqLRoVbpXiJSi0wrttD6g%3D%3D
Data Scientist,Quess Corp Limited,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-quess-corp-limited-4313111849?position=34&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=PAZxBhpko3hJzEzbGyWhOg%3D%3D
Data Science Manager,NielsenIQ,Pune/Pimpri-Chinchwad Area,https://in.linkedin.com/jobs/view/data-science-manager-at-nielseniq-4314288611?position=35&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=5Brs%2F%2BXZoFsTcNTfkZfpnA%3D%3D
Data Scientist,Rakuten Symphony,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-rakuten-symphony-4314497656?position=36&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=z2y%2BSLMWHsl6tt7gY6dmjA%3D%3D
Data Scientist,Tata Consultancy Services,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-tata-consultancy-services-4315594388?position=37&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=QVui%2BiRcTFzFzk%2FbU32BRA%3D%3D
Data Scientist,Ericsson,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-ericsson-4314720570?position=38&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=DPzacGvJYZAGJhoCLRqQQA%3D%3D
"Data Scientist, Research, App Safety Engineering",Google,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-research-app-safety-engineering-at-google-4303809377?position=39&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=ppeR9nSbHslShZgltxl6tg%3D%3D
AI/ML Engineer,IIT Kanpur,"Kanpur, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/ai-ml-engineer-at-iit-kanpur-4315552666?position=40&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=QcJWAbxzngVscpUAA8MUug%3D%3D
Python Developer,Capgemini,"Sion, Maharashtra, India",https://in.linkedin.com/jobs/view/python-developer-at-capgemini-4314149653?position=41&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=JdCKcQ%2BbkuT1TW0qRdZBKQ%3D%3D
Data Scientist,PepsiCo,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-scientist-at-pepsico-4312407902?position=42&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=4bj4QxUYYuAvdnankecUrg%3D%3D
Data Scientist (Remote),Taskify,India,https://in.linkedin.com/jobs/view/data-scientist-remote-at-taskify-4309956302?position=43&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=YpFHJOMLDtIOaHXFW14L7w%3D%3D
Assistant Manager-Data Science-Data Scientist,EXL,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/assistant-manager-data-science-data-scientist-at-exl-4315669185?position=44&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=cstgL28zCsi2lcr5RFUmVA%3D%3D
Senior Staff Data Scientist,LinkedIn,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-staff-data-scientist-at-linkedin-4305549508?position=45&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=%2FR9ETgeylf6COsWth1%2Fhbg%3D%3D
Python Developer,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/python-developer-at-infosys-4315760151?position=46&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=TJ%2FxSIu%2BMjVbgAE1gunFLw%3D%3D
Machine Learning Engineer,Recro,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-at-recro-4312657304?position=47&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=kPQIVdN8msDMpsVC1LfHVw%3D%3D
ML Engineer,Weekday AI (YC W21),"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/ml-engineer-at-weekday-ai-yc-w21-4314136748?position=48&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=SuDLWQ9gzcurIWJp3cUgIQ%3D%3D
Data Scientist,Ericsson,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-ericsson-4312669541?position=49&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=RUegGLwz07KtyTl7jtnkYg%3D%3D
Data Scientist,Celebal Technologies,"Jaipur, Rajasthan, India",https://in.linkedin.com/jobs/view/data-scientist-at-celebal-technologies-4311862152?position=50&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=K8E04Ny8z%2FiUsaORzMy%2BCg%3D%3D
AIML Engineer,Persistent Systems,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/aiml-engineer-at-persistent-systems-4313313607?position=51&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=DoRpeQ1O0kpkFhb5mRkCRQ%3D%3D
Data Scientist,Tiger Analytics,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-tiger-analytics-4313586626?position=52&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=x%2F2AZmFXj30h6yMgMJCpxw%3D%3D
Data Scientist,Valiance Solutions,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-valiance-solutions-4282629567?position=53&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=u7TW3L7qcaJyVYqXzNt8YQ%3D%3D
Research Scientist,NielsenIQ,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/research-scientist-at-nielseniq-4313590494?position=54&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=hqdgmU1BayYW3imoTATs3A%3D%3D
Data Scientist,Recro,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-recro-4315559341?position=55&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=kga7pslT%2FtSinN8%2Bg2svaw%3D%3D
Machine Learning Engineer,Blue Polaris,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-at-blue-polaris-4310711259?position=56&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=jGADwbz4LqKCopfygrgD3g%3D%3D
Data Scientist,Citi,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-citi-4314037805?position=57&pageNum=0&refId=OT87No0XmNrYOjAsZnuMog%3D%3D&trackingId=IzX9sulw6ituPm9mzUJ55Q%3D%3D
