title                                                                         , company                                                                , location                           , apply_link
Data Analyst                                                                  , Infosys                                                                , "Hyderabad, Telangana, India"      , https://in.linkedin.com/jobs/view/data-analyst-at-infosys-4405077501?position=31&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=tGhxRXNf34zp9URdLPCQQQ%3D%3D
Data Logger                                                                   , SLB                                                                    , "Navi Mumbai, Maharashtra, India"  , https://in.linkedin.com/jobs/view/data-logger-at-slb-4401622282?position=32&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=ow%2FHuYGAk4jqYc0dfEIM0g%3D%3D
Data Analyst                                                                  , Citi                                                                   , "Haryana, India"                   , https://in.linkedin.com/jobs/view/data-analyst-at-citi-4398192348?position=33&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=xhqf1ie3XNL0svQzoZnBWg%3D%3D
Data Analyst                                                                  , Virtusa                                                                , "Bangalore Urban, Karnataka, India", https://in.linkedin.com/jobs/view/data-analyst-at-virtusa-4399532783?position=34&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=V6rU%2Bg0TuAaN9YqIOVZ4Sg%3D%3D
Consultant                                                                    , Infosys                                                                , "Bangalore Urban, Karnataka, India", https://in.linkedin.com/jobs/view/consultant-at-infosys-4392197582?position=35&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=4XOKh2Yx212VpKXc3lXrkg%3D%3D
DGM Data Analyst                                                              , airtel                                                                 , "Gurugram, Haryana, India"         , https://in.linkedin.com/jobs/view/dgm-data-analyst-at-airtel-4402438355?position=36&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=Rwvwrz9TvSw5hmrqLogzog%3D%3D
"Data Analysts, ETL, SQL, Informatica"                                        , Infosys                                                                , "Hyderabad, Telangana, India"      , https://in.linkedin.com/jobs/view/data-analysts-etl-sql-informatica-at-infosys-4397274564?position=37&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=%2Fdryx108JvI9KQXCNL6ADg%3D%3D
"Data Analysts, ETL, SQL, Informatica"                                        , Infosys                                                                , "Hyderabad, Telangana, India"      , https://in.linkedin.com/jobs/view/data-analysts-etl-sql-informatica-at-infosys-4397228196?position=38&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=TLApMTaVzQGHdX4MWXQPsw%3D%3D
Associate Data Insight Analyst [T500-24881]                                   , Albertsons Companies India                                             , "Bengaluru, Karnataka, India"      , https://in.linkedin.com/jobs/view/associate-data-insight-analyst-t500-24881-at-albertsons-companies-india-4394649006?position=39&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=qqtU8sNP%2BxKSkQcG1gh%2FxA%3D%3D
Data Analyst                                                                  , Randstad Enterprise                                                    , India                              , https://in.linkedin.com/jobs/view/data-analyst-at-randstad-enterprise-4380251175?position=40&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=OrBz3tfcQTebsqikC%2F7kGg%3D%3D
Data Analyst                                                                  , UST                                                                    , "Pune City, Maharashtra, India"    , https://in.linkedin.com/jobs/view/data-analyst-at-ust-4397671776?position=41&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=Oo2G2KCcIV8JiO3iqW8Cjg%3D%3D
"Data Analyst (SQL,HDFS, Hive)"                                               , RiskInsight Consulting Pvt Ltd.                                        , "Bengaluru, Karnataka, India"      , https://in.linkedin.com/jobs/view/data-analyst-sql-hdfs-hive-at-riskinsight-consulting-pvt-ltd-4370337080?position=42&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=vKMoYPmnf3wSX1VK%2BdSroQ%3D%3D
Associate Data Analyst - Enterprise & Reporting                               , Circle K                                                               , "Gurugram, Haryana, India"         , https://in.linkedin.com/jobs/view/associate-data-analyst-enterprise-reporting-at-circle-k-4395998183?position=43&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=UdoCxjDtQ%2FL4ViJM%2BCUpvg%3D%3D
Data Analyst                                                                  , LTM                                                                    , Greater Bengaluru Area             , https://in.linkedin.com/jobs/view/data-analyst-at-ltm-4394899531?position=44&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=Kei2n3a0AUPWcTq0S5nk9g%3D%3D
Data Analyst/Engineer – SCG India                                             , SCG                                                                    , "New Delhi, Delhi, India"          , https://in.linkedin.com/jobs/view/data-analyst-engineer-%E2%80%93-scg-india-at-scg-4298398443?position=45&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=eEpdJO2fgxEiaB9I%2BC%2BxkQ%3D%3D
Data Analyst                                                                  , Fluid Touch Pte Ltd                                                    , "Hyderabad, Telangana, India"      , https://in.linkedin.com/jobs/view/data-analyst-at-fluid-touch-pte-ltd-4397762539?position=46&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=M%2BSKBqm6m5XQHBMsUvqoeg%3D%3D
Data Analyst                                                                  , Insight Global                                                         , "Bengaluru, Karnataka, India"      , https://in.linkedin.com/jobs/view/data-analyst-at-insight-global-4401460038?position=47&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=aHrIdqmQaKDc%2F%2Ff8T5wGQA%3D%3D
Data Analyst                                                                  , "Enterprise Minds, Inc"                                                , "Bengaluru, Karnataka, India"      , https://in.linkedin.com/jobs/view/data-analyst-at-enterprise-minds-inc-4393034116?position=48&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=wu5myaBk8CIo5LO%2BKObaSw%3D%3D
BI & Data Analyst                                                             , Ajmera Realty & Infra India Ltd.                                       , "Mumbai, Maharashtra, India"       , https://in.linkedin.com/jobs/view/bi-data-analyst-at-ajmera-realty-infra-india-ltd-4396962511?position=49&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=NWIGj9bdMvsCvZCIwSwTmQ%3D%3D
